season,date,playoff,neutral,status,ot,home_team,away_team,home_team_abbr,away_team_abbr,home_team_pregame_rating,away_team_pregame_rating,home_team_winprob,away_team_winprob,overtime_prob,home_team_expected_points,away_team_expected_points,home_team_score,away_team_score,home_team_postgame_rating,away_team_postgame_rating,game_quality_rating,game_importance_rating,game_overall_rating
2023,2022-10-07,0,1,post,,Nashville Predators,San Jose Sharks,NSH,SJS,1506.26777290077,1450.24086317589,0.579937497189804,0.420062502810196,0.2343447299083,1.25831442814527,0.976030301763031,4,1,1510.04425524312,1446.46438083354,15,41,28
2023,2022-10-08,0,1,post,,San Jose Sharks,Nashville Predators,SJS,NSH,1446.46438083354,1510.04425524312,0.409509081140278,0.590490918859722,0.23305325720458,0.956633994270539,1.27641926293404,2,3,1444.54642787437,1511.96220820229,15,43,29
2023,2022-10-11,0,0,post,,New York Rangers,Tampa Bay Lightning,NYR,TBL,1550.56881835361,1571.15890583938,0.54222346550515,0.45777653449485,0.238935424655743,1.19382596167726,1.04510946297848,3,1,1554.00296914249,1567.7247550505,97,24,60
2023,2022-10-11,0,0,post,,Los Angeles Kings,Vegas Golden Knights,LAK,VEG,1501.12906760357,1528.45437452053,0.532585256521103,0.467414743478897,0.240106795580069,1.1773999693058,1.06270682627426,3,4,1498.52855611204,1531.05488601206,60,77,68
2023,2022-10-12,0,0,post,,Carolina Hurricanes,Columbus Blue Jackets,CAR,CBJ,1554.7437505213,1474.22025567588,0.679473577636381,0.320526422363619,0.221824053881447,1.43004762565758,0.79177642822387,4,1,1557.52692558368,1471.4370806135,58,36,47
2023,2022-10-12,0,0,post,,Montreal Canadiens,Toronto Maple Leafs,MTL,TOR,1439.3127407971,1554.43502260661,0.407363821253422,0.592636178746578,0.232790132808819,0.95268749726457,1.28010263554425,4,3,1442.26835321851,1551.4794101852,33,23,28
2023,2022-10-12,0,0,post,,Washington Capitals,Boston Bruins,WSH,BOS,1526.14943412605,1547.1689295355,0.541609840998706,0.458390159001294,0.239009988964619,1.1927795088418,1.04623048012282,2,5,1521.07539860971,1552.24296505184,84,54,69
2023,2022-10-12,0,0,post,,Colorado Avalanche,Chicago Blackhawks,COL,CHI,1593.23957737157,1447.2980537641,0.755456700131152,0.244543299868848,0.211229652809568,1.56256819659051,0.648661456219062,5,2,1595.30113169161,1445.23649944406,63,10,36
2023,2022-10-12,0,0,post,OT,Anaheim Ducks,Seattle Kraken,ANA,SEA,1450.89079196333,1452.90698918456,0.568618521369471,0.431381478630529,0.235725462251564,1.23892464119589,0.996800821055678,5,4,1452.92620448966,1450.87157665823,2,25,13
2023,2022-10-12,0,0,post,,Edmonton Oilers,Vancouver Canucks,EDM,VAN,1540.94849839808,1509.02674085654,0.615757545133551,0.384242454866449,0.229937668818408,1.31986690460016,0.910070764218253,5,3,1543.76001096965,1506.21522828497,73,64,68
2023,2022-10-13,0,0,post,,Philadelphia Flyers,New Jersey Devils,PHI,NJD,1437.29472740565,1444.55359615052,0.561201011955078,0.438798988044922,0.236628477194995,1.22623436024593,1.01039411694907,5,2,1441.26470052391,1440.58362303226,0,16,8
2023,2022-10-13,0,0,post,,Buffalo Sabres,Ottawa Senators,BUF,OTT,1464.78649780165,1471.57982810939,0.561860829442831,0.438139170557169,0.236548194845786,1.22736268877219,1.0091855060736,4,1,1468.74961970056,1467.61670621048,9,47,28
2023,2022-10-13,0,0,post,,Pittsburgh Penguins,Arizona Coyotes,PIT,ARI,1534.86176584587,1439.71250174209,0.697526393238949,0.302473606761051,0.219422862760708,1.46142241118296,0.758000451577743,6,2,1537.7966791756,1436.77758841236,23,22,22
2023,2022-10-13,0,0,post,,New York Islanders,Florida Panthers,NYI,FLA,1510.07115920188,1555.12105637417,0.507123288627718,0.492876711372282,0.243208137010779,1.13411820400429,1.10908993300649,1,3,1506.20289980115,1558.9893157749,81,52,66
2023,2022-10-13,0,0,post,,Toronto Maple Leafs,Washington Capitals,TOR,WSH,1551.4794101852,1521.07539860971,0.613688325653386,0.386311674346614,0.230194363826851,1.31630342142188,0.913890942404973,3,2,1553.27442873382,1519.28038006109,84,51,67
2023,2022-10-13,0,0,post,,Minnesota Wild,New York Rangers,MIN,NYR,1544.12490130356,1554.00296914249,0.557484795804304,0.442515204195696,0.23708050983838,1.21988132183056,1.01719918800782,3,7,1538.21697364973,1559.91089679632,93,31,62
2023,2022-10-13,0,0,post,,Nashville Predators,Dallas Stars,NSH,DAL,1511.96220820229,1509.83045981386,0.57446560983813,0.42553439016187,0.23501269708451,1.24893720441041,0.986075492674096,1,4,1506.51800096861,1515.27466704754,55,76,65
2023,2022-10-13,0,0,post,,Calgary Flames,Colorado Avalanche,CGY,COL,1538.43277930308,1595.30113169161,0.490116933766905,0.509883066233095,0.242871185242774,1.10406977216506,1.13880141307771,5,3,1542.32574145281,1591.40816954188,99,17,58
2023,2022-10-13,0,0,post,,Vegas Golden Knights,Chicago Blackhawks,VEG,CHI,1531.05488601206,1445.23649944406,0.686075136407153,0.313924863592847,0.220952599464471,1.44151278746168,0.779439812002796,1,0,1532.47657538973,1443.81481006639,24,23,23
2023,2022-10-13,0,0,post,,Los Angeles Kings,Seattle Kraken,LAK,SEA,1498.52855611204,1450.87157665823,0.636951889050477,0.363048110949523,0.227288225681609,1.35642033907573,0.870867886605878,1,4,1492.35140871302,1457.04872405725,13,43,28
2023,2022-10-14,0,0,post,,Columbus Blue Jackets,Tampa Bay Lightning,CBJ,TBL,1471.4370806135,1567.7247550505,0.433778017706192,0.566221982293808,0.236017347955177,1.00119424602729,1.23482310192789,2,5,1467.51917365924,1571.64266200476,64,33,48
2023,2022-10-14,0,0,post,,Detroit Red Wings,Montreal Canadiens,DET,MTL,1445.42922006437,1442.26835321851,0.575913137766001,0.424086862233999,0.23483608914212,1.25141717571559,0.983418913426532,3,0,1449.24707818585,1438.45049509703,1,18,9
2023,2022-10-14,0,0,post,,Winnipeg Jets,New York Rangers,WPG,NYR,1503.42207184169,1559.91089679632,0.490662915826782,0.509337084173219,0.242937826290231,1.10506307573161,1.13787475055862,4,1,1508.14124311555,1555.19172552246,80,38,59
2023,2022-10-14,0,0,post,,San Jose Sharks,Carolina Hurricanes,SJS,CAR,1444.54642787437,1557.52692558368,0.410343660230183,0.589656339769816,0.233155562706755,0.958168976163004,1.27498658654375,1,2,1442.62402096585,1559.4493324922,39,17,28
2023,2022-10-15,0,0,post,,Buffalo Sabres,Florida Panthers,BUF,FLA,1468.74961970056,1558.9893157749,0.442347974957947,0.557652025042053,0.237060172863032,1.01689303536978,1.22016713749325,3,4,1466.65473062815,1561.08420484731,57,41,49
2023,2022-10-15,0,0,post,,Philadelphia Flyers,Vancouver Canucks,PHI,VAN,1441.26470052391,1506.21522828497,0.478497731118451,0.521502268881549,0.241454989087018,1.08291478687855,1.15854020220847,3,2,1443.80143090328,1503.6784979056,12,37,24
2023,2022-10-15,0,0,post,,Toronto Maple Leafs,Ottawa Senators,TOR,OTT,1553.27442873382,1467.61670621048,0.685875910183652,0.314124089816348,0.220979006077096,1.44116664951979,0.779812356557304,3,2,1554.69712493095,1466.19401001335,53,30,41
2023,2022-10-15,0,0,post,,Boston Bruins,Arizona Coyotes,BOS,ARI,1552.24296505184,1436.77758841236,0.721616720826761,0.278383279173239,0.216118559461444,1.5033972349266,0.712721324534848,6,3,1554.622081162,1434.3984723022,30,12,21
2023,2022-10-15,0,0,post,,New Jersey Devils,Detroit Red Wings,NJD,DET,1440.58362303226,1449.24707818585,0.559208959302503,0.440791040697497,0.236870812781246,1.22282845068171,1.01404236209953,2,5,1435.31248484959,1454.51821636852,1,21,11
2023,2022-10-15,0,0,post,,Washington Capitals,Montreal Canadiens,WSH,MTL,1519.28038006109,1438.45049509703,0.679857575933392,0.320142424066608,0.221773560057475,1.43071427697747,0.79105928308001,3,1,1521.57033735167,1436.16053780645,15,29,22
2023,2022-10-15,0,0,post,,Pittsburgh Penguins,Tampa Bay Lightning,PIT,TBL,1537.7966791756,1571.64266200476,0.523230761897738,0.476769238102262,0.241244590330334,1.16147952332356,1.07976506700677,6,2,1542.71160973698,1566.72773144338,96,35,65
2023,2022-10-15,0,0,post,,New York Islanders,Anaheim Ducks,NYI,ANA,1506.20289980115,1452.92620448966,0.644398923007935,0.355601076992065,0.226347235350474,1.36928716668067,0.857060068669799,7,1,1510.27107360546,1448.85803068535,17,45,31
2023,2022-10-15,0,0,post,,Minnesota Wild,Los Angeles Kings,MIN,LAK,1538.21697364973,1492.35140871302,0.634563898953569,0.365436101046431,0.227588767901072,1.35229694989087,0.875291818010206,6,7,1535.0024694142,1495.56591294855,60,53,56
2023,2022-10-15,0,0,post,,St. Louis Blues,Columbus Blue Jackets,STL,CBJ,1549.35254308006,1467.51917365924,0.681113534564927,0.318886465435073,0.221608240962257,1.43289493780159,0.788713303160665,5,2,1552.11981582658,1464.75190091272,50,25,37
2023,2022-10-15,0,0,post,,Dallas Stars,Nashville Predators,DAL,NSH,1515.27466704754,1506.51800096861,0.583760640529,0.416239359471,0.233877399632168,1.26487026007564,0.969007139556531,5,1,1519.47891700309,1502.31375101306,55,78,66
2023,2022-10-15,0,0,post,,Seattle Kraken,Vegas Golden Knights,SEA,VEG,1457.04872405725,1532.47657538973,0.463471577022345,0.536528422977655,0.239627499645109,1.05551011853136,1.18411738111375,2,5,1452.82054934959,1536.70475009739,32,51,41
2023,2022-10-15,0,0,post,,Edmonton Oilers,Calgary Flames,EDM,CGY,1543.76001096965,1542.32574145281,0.573483828587881,0.426516171412119,0.235132444362565,1.24725544712006,0.987876997242508,3,4,1540.91950426429,1545.16624815817,90,32,61
2023,2022-10-15,0,0,post,,San Jose Sharks,Chicago Blackhawks,SJS,CHI,1442.62402096585,1443.81481006639,0.569783624962779,0.430216375037221,0.235583508599829,1.24091913301393,0.994664375585903,2,5,1437.23315011659,1449.20568091565,1,12,6
2023,2022-10-17,0,0,post,OT,Montreal Canadiens,Pittsburgh Penguins,MTL,PIT,1436.16053780645,1542.71160973698,0.41932763125244,0.58067236874756,0.234254943864628,0.974680635649581,1.25957430821505,3,2,1439.04403229893,1539.8281152445,25,18,21
2023,2022-10-17,0,0,post,,Washington Capitals,Vancouver Canucks,WSH,VAN,1521.57033735167,1503.6784979056,0.596479322291804,0.403520677708196,0.232318184376835,1.28670383578729,0.94561434858955,6,4,1524.5424684417,1500.70636681557,57,65,61
2023,2022-10-17,0,0,post,,New York Rangers,Anaheim Ducks,NYR,ANA,1555.19172552246,1448.85803068535,0.71093493000242,0.28906506999758,0.217599300597222,1.4847702170634,0.732829083533821,6,4,1557.23548771761,1446.8142684902,41,17,29
2023,2022-10-17,0,0,post,OT,Detroit Red Wings,Los Angeles Kings,DET,LAK,1454.51821636852,1495.56591294855,0.512880549791981,0.487119450208019,0.242505486552123,1.14389023886566,1.09861524768646,4,5,1452.03075608716,1498.05337322991,13,45,29
2023,2022-10-17,0,0,post,,Boston Bruins,Florida Panthers,BOS,FLA,1554.622081162,1561.08420484731,0.562330122572872,0.437669877427128,0.236491089534636,1.22816527131498,1.00832581821966,5,3,1557.88323869419,1557.82304731512,97,21,59
2023,2022-10-17,0,0,post,,Toronto Maple Leafs,Arizona Coyotes,TOR,ARI,1554.69712493095,1434.3984723022,0.727171279630223,0.272828720369777,0.215337782297986,1.51309289085207,0.702244891445915,2,4,1548.66245101024,1440.43314622291,30,13,21
2023,2022-10-17,0,0,post,,Minnesota Wild,Colorado Avalanche,MIN,COL,1535.0024694142,1591.40816954188,0.490782500884298,0.509217499115702,0.242952423797955,1.10528062741909,1.13767179637887,3,6,1530.48372550608,1595.92691345,98,29,63
2023,2022-10-17,0,0,post,,Dallas Stars,Winnipeg Jets,DAL,WPG,1519.47891700309,1508.14124311555,0.587366218237602,0.412633781762398,0.233436130737497,1.2710560699014,0.962380060836097,4,1,1523.17928181013,1504.44087830851,59,71,65
2023,2022-10-17,0,0,post,,Seattle Kraken,Carolina Hurricanes,SEA,CAR,1452.82054934959,1559.4493324922,0.419218711074584,0.580781288925416,0.234241634402755,0.974480580497596,1.25976105390516,1,5,1448.58192921508,1563.68795262671,46,24,35
2023,2022-10-18,0,0,post,OT,Columbus Blue Jackets,Vancouver Canucks,CBJ,VAN,1464.75190091272,1500.70636681557,0.520202144238949,0.479797855761051,0.2416132860185,1.15632982503296,1.08528346098554,4,3,1467.05298298074,1498.40528474755,20,41,30
2023,2022-10-18,0,0,post,,Ottawa Senators,Boston Bruins,OTT,BOS,1466.19401001335,1557.88323869419,0.440290665494184,0.559709334505816,0.236809947575441,1.01312606915018,1.22368387842527,7,5,1470.5414898423,1553.53575886524,54,27,40
2023,2022-10-18,0,0,post,,New Jersey Devils,Anaheim Ducks,NJD,ANA,1435.31248484959,1446.8142684902,0.555177744854968,0.444822255145032,0.237361036382711,1.21593896119726,1.02142207518545,4,2,1438.63493399494,1443.49181934485,1,13,7
2023,2022-10-18,0,0,post,,Tampa Bay Lightning,Philadelphia Flyers,TBL,PHI,1566.72773144338,1443.80143090328,0.730161833734405,0.269838166265595,0.214914166373964,1.51831571202766,0.696598454346305,2,3,1562.87710948821,1447.65205285845,44,16,30
2023,2022-10-18,0,0,post,,New York Islanders,San Jose Sharks,NYI,SJS,1510.27107360546,1437.23315011659,0.670017281680751,0.329982718319249,0.223060246853827,1.41364058996729,0.809419656886536,5,2,1513.14622917823,1434.35799454382,12,22,17
2023,2022-10-18,0,0,post,,Edmonton Oilers,Buffalo Sabres,EDM,BUF,1540.91950426429,1466.65473062815,0.671576839436216,0.328423160563784,0.222857304573091,1.41634517919505,0.806512125378038,2,4,1535.47942686323,1472.09480802921,44,29,36
2023,2022-10-18,0,0,post,,Calgary Flames,Vegas Golden Knights,CGY,VEG,1545.16624815817,1536.70475009739,0.583347721726113,0.416652278273887,0.233927900729018,1.2641620362428,0.969765864486218,3,2,1547.12239370435,1534.74860455121,88,26,57
2023,2022-10-18,0,0,post,SO,Nashville Predators,Los Angeles Kings,NSH,LAK,1502.31375101306,1498.05337322991,0.577458239174251,0.422541760825749,0.234647502745277,1.25406484733186,0.980582655413421,3,4,1499.44950853159,1500.91761571138,41,82,61
2023,2022-10-19,0,0,post,,Florida Panthers,Philadelphia Flyers,FLA,PHI,1557.82304731512,1447.65205285845,0.715453181987621,0.284546818012379,0.216976175505651,1.49264624429987,0.72432993120578,4,3,1559.09749184473,1446.37760832884,41,23,32
2023,2022-10-19,0,0,post,OT,Colorado Avalanche,Winnipeg Jets,COL,WPG,1595.92691345,1504.44087830851,0.693058894170965,0.306941105829035,0.220022515944613,1.45365174269326,0.766370773251358,3,4,1592.33217018792,1508.03562157059,93,18,55
2023,2022-10-19,0,0,post,OT,Seattle Kraken,St. Louis Blues,SEA,STL,1448.58192921508,1552.11981582658,0.423556881716917,0.576443118283083,0.234771411468663,0.982446127944552,1.25232528352411,3,4,1446.58871267209,1554.11303236957,38,25,31
2023,2022-10-20,0,0,post,OT,New York Rangers,San Jose Sharks,NYR,SJS,1557.23548771761,1434.35799454382,0.730106474298284,0.269893525701716,0.214922029328016,1.51821901284287,0.696703016485143,2,3,1553.38525782209,1438.20822443934,32,10,21
2023,2022-10-20,0,0,post,,Montreal Canadiens,Arizona Coyotes,MTL,ARI,1439.04403229893,1440.43314622291,0.56950374988456,0.43049625011544,0.235617611095658,1.24043999780696,0.995177613288699,6,2,1443.41330653233,1436.06387198951,0,15,7
2023,2022-10-20,0,0,post,OT,Toronto Maple Leafs,Dallas Stars,TOR,DAL,1548.66245101024,1523.17928181013,0.606951542378139,0.393048457621861,0.231028002250841,1.30470828470843,0.926319717542409,3,2,1550.49300062847,1521.3487321919,84,46,65
2023,2022-10-20,0,0,post,,Ottawa Senators,Washington Capitals,OTT,WSH,1470.5414898423,1524.5424684417,0.494242383457809,0.505757616542191,0.243374973511455,1.11157351344479,1.13180146006666,5,2,1475.22179822057,1519.86216006343,36,60,48
2023,2022-10-20,0,0,post,,Pittsburgh Penguins,Los Angeles Kings,PIT,LAK,1539.8281152445,1500.91761571138,0.625230679407708,0.374769320592292,0.228758261328176,1.33619293699325,0.892565324334926,6,1,1543.88166355592,1496.86406739996,67,54,60
2023,2022-10-20,0,0,post,,Columbus Blue Jackets,Nashville Predators,CBJ,NSH,1467.05298298074,1499.44950853159,0.525311780303176,0.474688219696824,0.240991356542989,1.16501931860607,1.07597203793692,5,3,1470.63433609799,1495.86815541434,20,44,32
2023,2022-10-20,0,0,post,SO,Boston Bruins,Anaheim Ducks,BOS,ANA,1553.53575886524,1443.49181934485,0.715304262814863,0.284695737185137,0.216996786829642,1.492386585823,0.724610201006645,2,1,1554.81094368841,1442.21663452168,35,15,25
2023,2022-10-20,0,0,post,,New York Islanders,New Jersey Devils,NYI,NJD,1513.14622917823,1438.63493399494,0.671889760116009,0.328110239883991,0.222816541529235,1.4168879091233,0.805928632405938,1,4,1506.53937828087,1445.2417848923,14,29,21
2023,2022-10-20,0,0,post,OT,Minnesota Wild,Vancouver Canucks,MIN,VAN,1530.48372550608,1498.40528474755,0.615970922277288,0.384029077722712,0.229911180563496,1.32023442318452,0.90967675737898,4,3,1532.26673645393,1496.6222737997,59,71,65
2023,2022-10-20,0,0,post,,Edmonton Oilers,Carolina Hurricanes,EDM,CAR,1535.47942686323,1563.68795262671,0.531319393853723,0.468680606146277,0.240260693559641,1.1752443151981,1.06501637836154,6,4,1539.00830681739,1560.15907267255,94,28,61
2023,2022-10-20,0,0,post,,Calgary Flames,Buffalo Sabres,CGY,BUF,1547.12239370435,1472.09480802921,0.672544615655465,0.327455384344535,0.222731188651412,1.41802375829629,0.804707430355119,3,6,1540.50732972888,1478.70987200468,52,26,39
2023,2022-10-20,0,0,post,,Vegas Golden Knights,Winnipeg Jets,VEG,WPG,1534.74860455121,1508.03562157059,0.608639123482836,0.391360876517164,0.230819462082305,1.30761195396342,0.923207508118882,5,2,1538.23282788223,1504.55139823957,68,54,61
2023,2022-10-21,0,0,post,OT,Florida Panthers,Tampa Bay Lightning,FLA,TBL,1559.09749184473,1562.87710948821,0.566126837494603,0.433873162505397,0.236028933358435,1.23466029474821,1.00136863861023,2,3,1556.30072110204,1565.6738802309,97,31,64
2023,2022-10-21,0,0,post,OT,Chicago Blackhawks,Detroit Red Wings,CHI,DET,1449.20568091565,1452.03075608716,0.567476013532091,0.432523986467909,0.235864630423598,1.23696913728178,0.998895493141822,4,3,1451.24727133918,1449.98916566363,2,22,12
2023,2022-10-21,0,0,post,,Colorado Avalanche,Seattle Kraken,COL,SEA,1592.33217018792,1446.58871267209,0.755246003476805,0.244753996523195,0.211261163050167,1.56219902092028,0.64906214212989,2,3,1588.30025215125,1450.62063070876,62,8,35
2023,2022-10-22,0,0,post,OT,Boston Bruins,Minnesota Wild,BOS,MIN,1554.81094368841,1532.26673645393,0.602908335813602,0.397091664186398,0.231526897253878,1.29775407256166,0.933772824692219,4,3,1556.66288451209,1530.41479563025,90,43,66
2023,2022-10-22,0,0,post,,New Jersey Devils,San Jose Sharks,NJD,SJS,1445.2417848923,1438.20822443934,0.581348498035313,0.418651501964687,0.234172317396044,1.26073358846703,0.973438728929013,2,1,1447.2086486584,1436.24136067324,1,12,6
2023,2022-10-22,0,0,post,,Edmonton Oilers,St. Louis Blues,EDM,STL,1539.00830681739,1554.11303236957,0.550050155722172,0.449949844277828,0.237984326476252,1.2071813220829,1.03080300439336,0,2,1534.75025821914,1558.37108096782,92,31,61
2023,2022-10-22,0,0,post,,Ottawa Senators,Arizona Coyotes,OTT,ARI,1475.22179822057,1436.06387198951,0.625564358532891,0.374435641467109,0.22871658413611,1.33676835796095,0.891948226175157,6,2,1478.95005816829,1432.3356120418,3,22,12
2023,2022-10-22,0,0,post,,Tampa Bay Lightning,New York Islanders,TBL,NYI,1565.6738802309,1506.53937828087,0.652087715368152,0.347912284631848,0.225369315218006,1.38258418407972,0.84278513113829,5,3,1568.18747931724,1504.02577919453,83,52,67
2023,2022-10-22,0,0,post,,Columbus Blue Jackets,Pittsburgh Penguins,CBJ,PIT,1470.63433609799,1543.88166355592,0.466594245303184,0.533405754696816,0.240007051961601,1.0612096332905,1.1787974186711,3,6,1466.37319688714,1548.14280276677,49,40,44
2023,2022-10-22,0,0,post,,Montreal Canadiens,Dallas Stars,MTL,DAL,1443.41330653233,1521.3487321919,0.45988410204124,0.54011589795876,0.239191527819307,1.04895935091473,1.19023217690458,2,5,1439.22292267424,1525.53911604999,19,28,23
2023,2022-10-22,0,0,post,,Winnipeg Jets,Toronto Maple Leafs,WPG,TOR,1504.55139823957,1550.49300062847,0.505840238027319,0.494159761972681,0.243364878225325,1.13194160635098,1.11142327187435,1,4,1499.87019390407,1555.17420496397,75,56,65
2023,2022-10-22,0,0,post,,Washington Capitals,Los Angeles Kings,WSH,LAK,1519.86216006343,1496.86406739996,0.60353369134311,0.39646630865689,0.231449800118601,1.29882943057862,0.932620369539984,4,3,1521.71078906673,1495.01543839666,51,66,58
2023,2022-10-22,0,0,post,,Nashville Predators,Philadelphia Flyers,NSH,PHI,1495.86815541434,1446.37760832884,0.63938909423452,0.36061090576548,0.226980901733375,1.36062997703458,0.866350924698797,1,3,1490.75459833126,1451.49116541192,10,36,23
2023,2022-10-22,0,0,post,,Vancouver Canucks,Buffalo Sabres,VAN,BUF,1496.6222737997,1478.70987200468,0.596507811780138,0.403492188219862,0.232314682931816,1.28675278333204,0.945561899599777,1,5,1490.21216879997,1485.11997700441,25,64,44
2023,2022-10-22,0,0,post,,Vegas Golden Knights,Colorado Avalanche,VEG,COL,1538.23282788223,1588.30025215125,0.499902968678248,0.500097031321752,0.244067238640755,1.12186323884364,1.12220399979712,1,3,1534.42897672867,1592.10410330481,98,15,56
2023,2022-10-22,0,0,post,OT,Calgary Flames,Carolina Hurricanes,CGY,CAR,1540.50732972888,1560.15907267255,0.543563912885478,0.456436087114522,0.238772541866922,1.19611223049108,1.04266031137584,3,2,1542.67921564676,1557.98718675467,94,24,59
2023,2022-10-23,0,0,post,,Chicago Blackhawks,Seattle Kraken,CHI,SEA,1451.24727133918,1450.62063070876,0.572346275086875,0.427653724913125,0.235271155630821,1.24530713624389,0.989964019386935,5,4,1453.26255632471,1448.60534572323,2,39,20
2023,2022-10-23,0,0,post,,Florida Panthers,New York Islanders,FLA,NYI,1556.30072110204,1504.02577919453,0.643076425159341,0.356923574840659,0.226514771360445,1.36700131226687,0.859513459093578,3,2,1557.94233327505,1502.38416702152,78,43,60
2023,2022-10-23,0,0,post,,Detroit Red Wings,Anaheim Ducks,DET,ANA,1449.98916566363,1442.21663452168,0.582383452409281,0.417616547590719,0.234045807420722,1.26250830689169,0.971537500529036,5,1,1454.20929547916,1437.99650470615,1,18,9
2023,2022-10-23,0,0,post,,New York Rangers,Columbus Blue Jackets,NYR,CBJ,1553.38525782209,1466.37319688714,0.687553163263392,0.312446836736608,0.220756478902045,1.44408099004884,0.776675488853206,1,5,1545.72989277823,1474.028561931,52,25,38
2023,2022-10-23,0,0,post,,Philadelphia Flyers,San Jose Sharks,PHI,SJS,1451.49116541192,1436.24136067324,0.592813387447489,0.407186612552511,0.232768387513616,1.28040694611596,0.952361441397658,0,3,1445.83594406229,1441.89658202287,1,14,7
2023,2022-10-24,0,0,post,,New Jersey Devils,Washington Capitals,NJD,WSH,1447.2086486584,1521.71078906673,0.464796926596902,0.535203073403098,0.239788583044746,1.05792943980633,1.18185914323842,3,6,1442.96649085964,1525.95294686549,20,44,32
2023,2022-10-24,0,0,post,,Ottawa Senators,Dallas Stars,OTT,DAL,1478.95005816829,1525.53911604999,0.504908582596495,0.495091417403505,0.243478728903262,1.13036139419331,1.11311733470995,4,2,1482.71116326542,1521.77801095286,43,43,43
2023,2022-10-24,0,0,post,,Winnipeg Jets,St. Louis Blues,WPG,STL,1499.87019390407,1558.37108096782,0.487768680807284,0.512231319192716,0.24258467082934,1.09979682756941,1.14278784325993,4,0,1505.214468756,1553.02680611589,77,42,59
2023,2022-10-24,0,0,post,,Edmonton Oilers,Pittsburgh Penguins,EDM,PIT,1534.75025821914,1548.14280276677,0.552488270075967,0.447511729924033,0.237687987850984,1.21134470277729,1.02634328507369,6,3,1538.8109602935,1544.08210069241,89,30,59
2023,2022-10-24,0,0,post,,Vegas Golden Knights,Toronto Maple Leafs,VEG,TOR,1534.42897672867,1555.17420496397,0.542001783844555,0.457998216155445,0.238962362146635,1.19344790328056,1.04551445886607,3,1,1537.86504688893,1551.73813480371,91,34,62
2023,2022-10-24,0,0,post,,Vancouver Canucks,Carolina Hurricanes,VAN,CAR,1490.21216879997,1557.98718675467,0.474441987589486,0.525558012410514,0.240961398292037,1.07552316873299,1.16543822955904,2,3,1487.94087711105,1560.25847844359,71,42,56
2023,2022-10-25,0,0,post,,Detroit Red Wings,New Jersey Devils,DET,NJD,1454.20929547916,1442.96649085964,0.587233852463813,0.412766147536187,0.233452340060179,1.27082892796757,0.962623412092606,2,6,1447.92001197871,1449.25577436009,1,16,8
2023,2022-10-25,0,0,post,,Columbus Blue Jackets,Arizona Coyotes,CBJ,ARI,1474.028561931,1432.3356120418,0.628976163178555,0.371023836821445,0.228289885957055,1.34265331575243,0.885636570204628,3,6,1467.94733992565,1438.41683404715,2,14,8
2023,2022-10-25,0,0,post,,Boston Bruins,Dallas Stars,BOS,DAL,1556.66288451209,1521.77801095286,0.619785200229688,0.380214799770312,0.229437098513895,1.32680578093072,0.902631317583177,3,1,1559.44106528228,1518.99983018267,87,32,59
2023,2022-10-25,0,0,post,,Montreal Canadiens,Minnesota Wild,MTL,MIN,1439.22292267424,1530.41479563025,0.440996330852814,0.559003669147186,0.236895782978089,1.01441827359588,1.22247750938221,1,3,1435.93329279968,1533.70442550481,20,22,21
2023,2022-10-25,0,0,post,SO,New York Rangers,Colorado Avalanche,NYR,COL,1545.72989277823,1592.10410330481,0.505217741079755,0.494782258920245,0.243440945442267,1.13088574305912,1.11255520238315,2,3,1543.28597484673,1594.54802123631,99,20,59
2023,2022-10-25,0,0,post,,Chicago Blackhawks,Florida Panthers,CHI,FLA,1453.26255632471,1557.94233327505,0.421952792332352,0.578047207667648,0.234575595729825,0.979501352763305,1.25507424296652,4,2,1457.78170518006,1553.4231844197,45,31,38
2023,2022-10-25,0,0,post,,Calgary Flames,Pittsburgh Penguins,CGY,PIT,1542.67921564676,1544.08210069241,0.569484314489798,0.430515685510202,0.235619979204484,1.24040672584671,0.995213253357771,4,1,1546.56337792871,1540.19793841046,90,25,57
2023,2022-10-25,0,0,post,,Seattle Kraken,Buffalo Sabres,SEA,BUF,1448.60534572323,1485.11997700441,0.519397265756221,0.480602734243779,0.241711302749396,1.15496164451143,1.08674965823797,5,1,1453.56620257696,1480.15912015068,8,42,25
2023,2022-10-25,0,0,post,,Los Angeles Kings,Tampa Bay Lightning,LAK,TBL,1495.01543839666,1568.18747931724,0.466702109267096,0.533297890732904,0.240020164036306,1.06140646574812,1.17861369828819,4,2,1499.1199257589,1564.082991955,79,51,65
2023,2022-10-25,0,0,post,,San Jose Sharks,Vegas Golden Knights,SJS,VEG,1441.89658202287,1537.86504688893,0.434229393842939,0.565770606157061,0.236072308455542,1.00202156073767,1.23405074771788,2,4,1438.664812228,1541.0968166838,25,18,21
2023,2022-10-26,0,0,post,,New York Islanders,New York Rangers,NYI,NYR,1502.38416702152,1543.28597484673,0.513090358974631,0.486909641025369,0.242479899532002,1.14424651878626,1.09823338074575,3,0,1506.86139052948,1538.80875133877,70,64,67
2023,2022-10-26,0,0,post,,St. Louis Blues,Edmonton Oilers,STL,EDM,1553.02680611589,1538.8109602935,0.591375883088818,0.408624116911182,0.23294473965368,1.27793860470773,0.955006134945954,1,3,1548.38125212255,1543.45651428684,92,31,61
